Temperature (°C),Pressure (bar),CO2 Concentration (%),Flow Rate (m³/h),Sorbent Type,Surface Area (m²/g),Pore Size (nm),Stability (1-10),pH Level,CO2 Outlet Concentration (%),Energy Consumption (MJ/kg CO2),Cycle Time (min),Capture Efficiency (%),Regeneration Temp (°C),Solvent Concentration (%),Reactor Volume (m³),Residence Time (s),Reboiler Duty (kW),Column Height (m),CO2 Emitted (kg/hr),Energy Used Efficiently (MJ)
38.47,7.34,6.75,1266.67,Activated Carbon,1200.0,1.5,6,6.26,3.56,5.82,28.25,62.89,82.21,25.92,0.68,203.67,2233.42,31.3,79.2,136.64
112.7,8.68,15.95,791.47,MEA,0.5,1.2,7,7.87,1.92,2.75,11.38,96.68,91.64,33.39,9.79,88.99,3045.24,48.66,217.64,277.24
39.34,6.32,19.34,1125.08,Activated Carbon,1200.0,1.5,6,5.04,4.76,5.32,45.03,80.52,136.34,14.11,3.94,169.38,3598.92,38.01,321.51,169.97
82.06,8.53,6.29,1319.38,MOF-5,3500.0,0.8,9,6.82,4.16,4.67,56.02,50.02,111.33,28.49,9.49,119.28,2960.76,45.59,55.08,141.02
33.38,8.6,5.5,1147.19,MEA,0.5,1.2,7,8.02,4.65,5.43,50.44,69.8,106.53,22.82,2.37,99.27,1658.53,46.09,19.11,147.19
104.29,8.95,18.48,130.76,MEA,0.5,1.2,7,8.73,0.59,2.61,57.16,94.62,97.72,24.28,6.95,223.23,4208.98,40.66,45.85,47.22
64.47,5.24,17.29,1218.39,Activated Carbon,1200.0,1.5,6,6.79,3.43,2.6,24.84,65.04,98.24,28.32,2.86,152.69,802.31,6.29,330.98,303.62
105.89,5.78,19.49,1344.96,MOF-5,3500.0,0.8,9,5.81,4.18,2.62,20.11,58.6,114.34,20.08,8.67,75.39,1995.46,22.69,403.59,299.68
61.14,2.94,18.39,1590.71,Amine-Grafted Silica,900.0,1.1,8,5.14,0.86,4.42,52.62,74.35,105.09,26.69,1.9,209.52,2154.8,47.44,546.55,266.97
47.38,9.89,9.41,1422.28,MOF-5,3500.0,0.8,9,5.23,2.47,4.46,49.02,70.03,137.76,14.56,6.9,163.25,2136.74,14.93,193.46,222.82
51.39,4.62,15.61,352.78,MOF-5,3500.0,0.8,9,6.36,3.47,2.49,23.28,85.91,107.38,10.56,5.34,177.79,4295.66,30.78,83.94,121.23
62.95,6.1,5.07,1780.98,MOF-5,3500.0,0.8,9,8.14,4.52,5.01,8.56,86.56,95.88,14.85,8.13,229.46,891.28,45.82,19.2,307.09
64.3,6.53,13.91,1852.04,Zeolite 13X,600.0,1.0,8,6.49,3.37,4.37,49.86,84.84,137.71,36.16,8.99,42.03,4626.62,35.58,382.6,358.74
63.58,8.94,15.47,588.15,Activated Carbon,1200.0,1.5,6,8.24,0.88,5.9,44.39,52.74,144.28,31.94,8.01,293.96,742.02,40.54,168.19,52.49
93.87,6.85,7.27,391.41,Amine-Grafted Silica,900.0,1.1,8,6.41,0.95,5.59,5.88,60.3,103.77,28.26,8.91,196.75,504.05,20.68,48.48,42.15
80.41,8.04,8.75,1609.29,MOF-5,3500.0,0.8,9,6.83,2.22,3.49,17.87,66.68,128.89,15.46,5.56,61.81,2024.2,10.9,205.97,306.59
70.5,7.8,16.79,361.18,Zeolite 13X,600.0,1.0,8,8.89,2.96,2.76,21.74,74.24,105.54,22.08,7.47,211.61,2603.68,42.08,97.9,96.8
69.41,4.26,5.76,145.32,MOF-5,3500.0,0.8,9,5.75,4.9,2.83,41.55,96.53,81.7,30.11,2.24,229.9,1694.64,39.16,2.45,49.39
87.83,6.04,18.47,1413.38,MEA,0.5,1.2,7,7.8,4.02,4.69,50.06,94.05,112.77,21.45,7.37,291.68,1524.21,41.12,400.3,282.83
57.44,2.91,6.69,1242.88,Zeolite 13X,600.0,1.0,8,8.86,4.29,3.67,29.58,92.24,83.0,21.63,7.84,37.08,4528.08,39.86,58.47,311.53
72.01,2.93,12.93,1853.14,Amine-Grafted Silica,900.0,1.1,8,7.56,0.8,4.31,7.55,50.41,134.6,39.24,5.28,171.6,2094.46,45.89,440.58,216.24
119.79,6.05,5.11,1878.46,Amine-Grafted Silica,900.0,1.1,8,5.13,1.9,2.39,52.73,89.02,140.93,31.65,3.92,69.07,4163.66,47.53,118.19,696.75
76.12,7.66,5.41,534.83,Zeolite 13X,600.0,1.0,8,5.34,1.84,4.04,11.06,82.94,127.89,23.22,8.75,140.28,4276.18,19.34,37.42,109.53
116.89,9.85,12.23,374.24,MOF-5,3500.0,0.8,9,6.52,3.8,3.09,40.54,94.37,141.85,18.58,1.43,213.38,908.23,34.91,61.83,113.93
49.91,5.65,11.9,1728.66,Amine-Grafted Silica,900.0,1.1,8,7.97,1.91,2.76,33.94,50.18,110.65,27.94,1.8,134.53,742.59,25.61,338.48,313.16
80.67,8.21,13.49,861.84,Zeolite 13X,600.0,1.0,8,5.83,1.53,4.31,49.75,54.3,122.54,12.6,1.01,186.08,4299.77,24.36,202.03,108.33
86.0,6.29,19.08,150.83,Amine-Grafted Silica,900.0,1.1,8,6.79,2.53,3.59,46.47,81.22,94.71,25.83,9.73,254.82,1752.53,23.14,48.93,34.03
76.76,3.08,16.68,1072.5,Zeolite 13X,600.0,1.0,8,7.66,4.24,2.49,13.35,94.34,105.41,21.88,8.09,251.5,2478.86,28.15,261.5,404.72
51.24,5.85,14.2,1247.76,Zeolite 13X,600.0,1.0,8,6.96,1.19,2.02,13.36,54.03,90.2,12.63,2.23,288.33,4140.37,39.3,318.17,332.1
42.46,3.46,12.63,703.68,Amine-Grafted Silica,900.0,1.1,8,5.34,4.16,2.76,26.23,83.73,102.92,31.67,4.94,194.95,1457.15,12.65,116.82,212.7
56.74,8.79,18.44,927.08,Zeolite 13X,600.0,1.0,8,5.69,1.61,4.9,9.56,50.64,144.8,10.87,5.58,261.84,2774.76,36.62,305.81,95.62
112.52,7.72,10.47,1016.43,MOF-5,3500.0,0.8,9,6.77,0.66,5.73,42.2,72.47,96.85,38.71,7.03,112.62,933.49,18.45,195.44,128.33
33.44,3.66,19.31,1667.33,Zeolite 13X,600.0,1.0,8,5.49,3.05,2.37,32.47,81.3,137.57,11.69,6.39,124.2,3103.5,24.19,531.37,569.55
50.57,2.13,12.75,449.84,MOF-5,3500.0,0.8,9,7.36,4.95,4.41,55.21,98.73,88.79,17.13,4.72,266.84,3134.27,47.54,68.77,100.48
103.01,9.15,10.95,1696.32,Zeolite 13X,600.0,1.0,8,5.72,2.05,2.89,18.12,80.02,109.18,21.34,0.97,272.62,726.92,17.16,295.91,468.07
40.01,2.23,10.14,1637.38,MEA,0.5,1.2,7,8.12,1.73,4.13,36.48,79.74,119.06,36.7,3.26,178.69,4130.7,36.4,269.9,315.37
35.45,2.14,11.43,677.16,Zeolite 13X,600.0,1.0,8,5.05,1.85,5.08,32.65,59.97,132.85,27.69,1.35,80.23,2754.64,24.1,127.15,79.78
33.43,8.34,6.37,655.41,Activated Carbon,1200.0,1.5,6,6.59,2.23,4.26,32.71,70.95,100.92,32.32,9.22,64.58,4350.61,19.34,53.18,108.9
118.67,1.04,8.34,297.95,MOF-5,3500.0,0.8,9,8.95,3.53,4.08,24.55,85.33,120.29,33.04,1.81,159.93,942.98,9.38,28.09,62.16
73.2,4.3,18.67,892.8,Amine-Grafted Silica,900.0,1.1,8,8.34,2.58,5.21,16.79,52.29,93.04,28.34,3.33,286.14,4279.59,6.43,281.56,89.43
95.72,2.56,15.82,1464.59,Activated Carbon,1200.0,1.5,6,8.65,2.28,3.19,20.3,83.01,125.09,12.68,2.98,72.84,3886.06,31.1,388.68,379.92
98.14,5.06,14.25,151.83,MOF-5,3500.0,0.8,9,8.21,2.01,5.68,51.9,50.23,136.74,27.4,2.81,191.95,3445.13,37.76,36.42,13.4
107.2,7.56,19.67,1724.69,MEA,0.5,1.2,7,5.11,0.94,5.62,15.6,77.09,133.9,15.98,7.84,121.9,577.07,35.08,633.15,236.16
98.66,7.2,6.09,664.9,MOF-5,3500.0,0.8,9,8.17,3.44,4.16,51.48,58.12,137.49,32.33,4.15,220.08,1035.76,36.86,34.53,92.67
54.7,7.88,19.49,1516.31,MEA,0.5,1.2,7,5.8,4.72,2.31,56.6,88.08,125.68,28.03,3.29,99.41,4173.69,17.03,438.96,575.67
79.73,2.52,14.51,1936.15,Activated Carbon,1200.0,1.5,6,6.22,0.91,5.78,59.71,82.17,121.29,13.16,1.38,50.96,3809.46,16.06,516.1,274.77
113.02,3.67,17.05,135.78,Zeolite 13X,600.0,1.0,8,6.33,4.87,3.47,42.48,90.64,135.04,33.11,1.57,142.7,2814.1,49.6,32.41,35.37
82.78,9.67,14.35,1698.96,MEA,0.5,1.2,7,7.69,2.11,5.86,17.76,58.26,128.5,36.73,8.8,165.21,4053.49,28.92,407.59,168.62
53.95,1.87,16.33,1127.69,Activated Carbon,1200.0,1.5,6,6.54,1.15,4.76,9.7,58.67,142.35,21.15,5.47,22.71,2367.74,27.67,335.52,138.7
99.91,4.11,5.32,435.54,MOF-5,3500.0,0.8,9,6.73,4.98,2.72,39.29,89.8,81.24,11.13,2.65,107.22,926.04,35.48,2.9,143.27
66.54,9.5,13.52,1241.4,Activated Carbon,1200.0,1.5,6,8.69,2.18,4.87,7.78,83.23,116.72,15.55,3.56,116.84,3549.08,48.72,275.92,211.72
41.25,6.71,6.73,1075.79,Amine-Grafted Silica,900.0,1.1,8,7.64,3.45,4.65,47.63,84.32,125.79,30.74,8.67,83.07,4023.04,38.22,69.16,194.66
88.92,6.15,5.75,1852.71,MOF-5,3500.0,0.8,9,6.4,4.69,2.33,35.86,67.62,98.72,30.94,1.33,25.81,2121.77,47.42,38.49,535.39
87.32,6.0,10.49,1170.03,MEA,0.5,1.2,7,8.12,0.98,2.73,46.03,50.53,116.07,11.79,7.25,177.59,907.0,9.39,218.09,215.77
90.58,7.37,5.46,146.14,MOF-5,3500.0,0.8,9,5.02,1.38,4.62,31.3,93.86,148.81,28.54,4.21,24.16,1891.31,17.04,11.69,29.63
40.77,3.61,16.14,1564.08,MEA,0.5,1.2,7,6.3,4.52,4.5,5.87,91.65,122.33,15.28,5.58,36.32,4299.23,35.05,356.22,317.84
114.35,9.77,5.77,1606.3,MEA,0.5,1.2,7,6.32,0.8,5.86,19.17,78.36,109.41,18.33,4.69,153.56,2755.15,8.83,156.47,214.43
38.8,7.56,15.35,485.28,Zeolite 13X,600.0,1.0,8,5.2,2.17,3.56,14.15,98.42,101.42,30.76,4.67,74.12,2595.46,39.48,125.36,133.79
78.58,1.7,13.54,376.26,MOF-5,3500.0,0.8,9,8.25,0.72,5.14,58.33,96.5,141.88,39.59,2.47,129.04,2834.82,5.93,94.54,70.5
54.09,7.13,17.19,1211.46,MOF-5,3500.0,0.8,9,8.86,1.24,5.31,59.63,58.37,117.97,31.94,8.43,165.0,2331.52,21.46,378.73,132.92
57.85,9.32,16.1,977.18,MOF-5,3500.0,0.8,9,8.79,2.22,2.72,18.48,96.44,86.55,15.89,9.77,44.12,2675.78,15.44,265.84,345.2
61.23,1.64,12.22,998.73,Amine-Grafted Silica,900.0,1.1,8,7.0,2.9,2.91,53.23,74.98,112.57,26.4,5.7,22.06,3447.89,19.32,182.44,256.45
53.42,7.49,10.66,1435.18,MOF-5,3500.0,0.8,9,6.33,2.01,3.3,36.67,69.86,101.73,26.86,0.62,222.51,2362.52,21.77,243.32,302.91
46.81,4.82,7.47,758.86,MOF-5,3500.0,0.8,9,7.17,0.79,4.05,58.24,91.14,82.12,26.79,9.02,269.18,4191.46,9.42,99.36,170.35
101.65,2.43,5.41,1378.94,Zeolite 13X,600.0,1.0,8,6.19,1.88,4.21,25.85,65.13,85.88,30.63,3.55,223.61,4972.38,24.21,95.41,212.82
93.37,2.89,10.21,1466.5,Amine-Grafted Silica,900.0,1.1,8,8.65,3.45,3.54,52.78,94.88,81.06,33.75,0.84,285.1,1224.95,31.18,194.31,391.95
69.03,4.74,9.5,1646.27,Zeolite 13X,600.0,1.0,8,5.27,3.45,2.52,52.66,87.32,83.07,38.49,7.25,106.44,2874.18,36.46,195.21,568.19
97.65,6.17,14.52,1111.03,MOF-5,3500.0,0.8,9,6.09,2.77,5.58,49.23,57.22,114.83,37.77,8.95,89.64,2398.19,11.09,255.87,113.73
40.97,1.47,16.79,763.16,Zeolite 13X,600.0,1.0,8,6.47,4.39,2.12,27.85,71.29,138.14,24.0,1.84,161.68,3510.4,26.69,185.48,255.43
47.69,1.74,19.21,1739.72,Amine-Grafted Silica,900.0,1.1,8,6.39,4.43,3.03,20.78,95.37,104.89,25.68,9.08,206.47,3069.49,12.61,503.98,545.78
74.03,4.27,10.8,1106.64,Amine-Grafted Silica,900.0,1.1,8,6.48,4.26,5.39,54.75,96.15,147.68,36.51,5.44,209.79,3886.21,21.42,141.85,197.04
106.5,4.08,11.57,1685.36,MOF-5,3500.0,0.8,9,6.18,3.84,5.58,26.15,58.09,106.92,20.23,7.77,130.22,816.52,29.2,255.35,175.14
109.97,8.72,9.79,1011.17,MOF-5,3500.0,0.8,9,8.62,0.76,2.55,16.21,98.08,142.53,28.17,3.15,201.77,4956.36,49.03,178.96,387.4
107.03,3.38,8.08,1042.86,MOF-5,3500.0,0.8,9,7.46,3.34,3.32,35.4,69.78,102.82,38.96,1.96,99.12,2581.4,34.89,96.89,218.53
117.84,4.88,8.31,1496.84,Amine-Grafted Silica,900.0,1.1,8,6.22,3.07,2.98,16.88,97.72,133.05,36.21,1.03,43.49,1894.28,24.6,153.73,489.2
107.72,7.58,16.88,1826.12,Activated Carbon,1200.0,1.5,6,8.59,3.08,3.0,9.86,93.8,102.71,23.62,9.16,177.08,3148.98,44.82,493.93,569.07
80.41,3.8,8.96,882.06,Zeolite 13X,600.0,1.0,8,8.55,3.96,5.12,33.5,98.57,86.63,36.71,1.09,49.57,3969.03,48.47,86.44,169.48
119.74,8.39,17.45,1908.82,MEA,0.5,1.2,7,7.18,4.06,2.82,15.67,75.43,115.12,32.5,9.28,219.81,1990.21,19.02,500.96,508.77
80.05,3.39,13.99,893.16,MEA,0.5,1.2,7,6.45,2.01,4.22,57.32,69.47,120.64,29.39,7.63,179.65,4081.95,32.2,209.72,146.69
31.41,6.95,16.75,1731.24,MEA,0.5,1.2,7,8.3,2.19,4.45,39.35,85.66,110.6,27.53,6.06,250.39,4656.22,18.14,494.05,332.51
41.39,5.69,15.89,915.12,Zeolite 13X,600.0,1.0,8,7.83,4.06,2.4,26.14,98.32,110.84,18.08,7.85,227.67,3761.89,10.56,212.19,373.34
72.94,9.63,10.66,1071.2,Amine-Grafted Silica,900.0,1.1,8,7.32,0.74,4.82,28.4,66.7,117.12,12.2,8.06,295.08,2309.82,19.03,208.28,147.93
113.8,7.11,11.51,566.61,MOF-5,3500.0,0.8,9,6.84,1.88,2.2,48.75,70.0,121.48,27.42,3.59,206.87,2452.24,6.93,106.95,179.47
98.01,5.34,10.89,562.89,Zeolite 13X,600.0,1.0,8,7.74,1.87,3.08,40.06,81.24,140.7,26.69,0.68,74.71,4017.44,19.21,99.51,147.99
105.01,3.54,18.61,1273.04,MOF-5,3500.0,0.8,9,8.9,1.41,4.68,58.04,61.24,103.35,25.45,1.76,182.97,4533.88,45.48,429.17,166.23
53.99,8.73,13.89,774.05,Amine-Grafted Silica,900.0,1.1,8,5.52,4.54,5.77,16.97,84.22,104.49,31.18,6.36,62.3,4538.06,16.69,141.85,112.79
69.64,7.0,13.61,1228.43,Amine-Grafted Silica,900.0,1.1,8,7.28,2.42,3.32,33.46,53.38,109.04,12.7,7.3,271.28,2310.34,36.27,269.42,196.92
74.86,4.14,7.4,648.28,MEA,0.5,1.2,7,7.88,2.93,3.32,33.66,90.19,111.16,36.3,4.28,130.44,4740.77,21.12,56.8,175.58
105.33,1.42,13.49,825.06,MEA,0.5,1.2,7,7.46,4.38,4.27,14.96,80.19,143.47,23.21,5.31,159.39,1786.79,15.57,147.32,154.58
102.51,2.07,7.0,227.12,Amine-Grafted Silica,900.0,1.1,8,5.24,4.0,4.97,14.19,55.52,116.02,30.54,1.28,278.57,2621.79,32.46,13.35,25.32
98.76,5.0,14.23,1592.41,Amine-Grafted Silica,900.0,1.1,8,8.37,2.8,3.08,44.02,98.58,105.06,18.92,6.08,55.19,4527.02,29.98,356.74,508.03
48.55,6.94,9.58,726.64,Amine-Grafted Silica,900.0,1.1,8,6.21,3.16,2.04,36.38,63.34,140.23,15.35,3.16,237.28,1919.82,9.95,91.43,224.51
102.76,5.94,11.48,250.06,Activated Carbon,1200.0,1.5,6,7.11,1.77,2.21,49.23,67.58,98.76,11.17,3.76,162.97,963.74,21.57,47.59,76.12
56.23,1.37,9.52,974.3,Zeolite 13X,600.0,1.0,8,7.98,3.34,2.15,36.8,72.61,106.06,21.0,5.32,191.6,2503.56,43.79,118.02,327.52
80.65,1.54,10.94,287.05,Activated Carbon,1200.0,1.5,6,8.04,2.23,2.83,6.31,61.33,111.69,11.56,4.8,274.27,3359.0,41.06,49.0,61.99
30.29,3.68,5.28,1043.47,Activated Carbon,1200.0,1.5,6,8.89,1.61,2.01,46.42,70.75,104.25,36.83,2.8,70.77,3902.98,7.64,75.06,365.47
91.31,7.85,11.56,941.8,Zeolite 13X,600.0,1.0,8,5.81,1.29,2.22,24.66,86.38,106.82,21.31,7.59,43.23,3283.41,8.96,189.58,364.81
45.76,7.35,16.97,1584.96,Zeolite 13X,600.0,1.0,8,8.9,2.54,4.68,10.41,97.18,97.24,36.46,9.91,233.19,2261.94,38.6,448.27,328.41
97.29,3.4,12.11,526.05,Amine-Grafted Silica,900.0,1.1,8,7.21,2.07,2.59,20.91,62.29,139.78,23.94,3.88,132.36,1237.26,50.0,103.52,126.03
96.61,9.71,11.25,878.95,Zeolite 13X,600.0,1.0,8,6.72,1.17,2.28,26.72,52.51,86.88,12.76,4.47,273.63,4011.93,28.48,173.65,201.54
47.48,2.7,10.06,1296.09,MOF-5,3500.0,0.8,9,6.65,3.29,5.01,10.55,71.28,140.8,34.12,1.16,235.3,3950.72,35.68,171.98,184.03
117.1,4.98,16.87,1454.95,Activated Carbon,1200.0,1.5,6,7.77,4.67,4.86,55.25,97.54,147.46,17.78,1.95,203.54,3675.26,31.03,347.91,291.41
38.64,8.3,5.06,883.0,Zeolite 13X,600.0,1.0,8,8.41,1.3,4.75,31.41,88.61,144.02,34.11,3.8,151.48,3343.61,34.81,65.07,164.38
99.63,1.83,17.61,1243.2,MOF-5,3500.0,0.8,9,5.29,2.09,5.61,53.62,63.6,116.42,11.97,3.03,129.83,2420.24,20.85,378.17,140.69
112.83,5.84,9.9,1172.36,MEA,0.5,1.2,7,6.69,4.0,4.88,28.8,70.84,146.55,34.03,4.79,116.78,4670.15,21.52,135.57,169.84
105.76,3.36,13.83,190.3,Zeolite 13X,600.0,1.0,8,7.5,1.97,3.89,44.31,88.65,144.84,34.72,4.82,277.12,3026.73,47.33,44.24,43.26
73.52,9.61,5.15,960.56,Zeolite 13X,600.0,1.0,8,7.22,4.5,4.84,49.98,79.14,132.54,37.08,2.06,223.93,1194.24,15.85,12.24,156.74
32.43,5.63,6.73,1491.42,Zeolite 13X,600.0,1.0,8,6.35,1.67,4.35,33.24,76.76,115.06,15.79,9.78,119.42,1434.64,44.58,147.91,262.57
104.13,4.15,14.02,1640.13,Activated Carbon,1200.0,1.5,6,7.89,1.63,3.36,29.12,92.4,89.52,26.87,4.75,79.31,1958.28,28.62,398.3,449.7
64.73,6.74,5.66,1899.18,MOF-5,3500.0,0.8,9,5.88,4.21,5.63,59.54,84.69,103.5,22.61,5.11,172.33,1631.16,44.73,53.97,285.18
93.54,8.2,15.36,907.48,MOF-5,3500.0,0.8,9,5.47,3.64,4.15,34.79,63.67,89.68,21.28,3.89,84.85,3287.28,19.55,208.46,138.89
47.01,8.61,16.58,539.86,MOF-5,3500.0,0.8,9,5.62,0.8,2.75,48.42,56.14,118.95,24.83,8.43,295.9,1375.07,36.98,166.97,109.81
42.21,2.93,18.95,1095.82,Zeolite 13X,600.0,1.0,8,5.55,3.32,4.23,9.69,80.7,101.15,37.78,4.86,189.15,1696.62,38.59,335.7,208.57
79.93,7.25,12.95,1927.21,MOF-5,3500.0,0.8,9,5.91,2.09,4.47,53.06,58.31,104.02,31.53,4.97,168.88,3362.45,26.83,410.22,250.84
117.07,6.24,6.33,1584.58,Amine-Grafted Silica,900.0,1.1,8,5.39,2.03,3.18,43.18,76.44,86.08,24.75,5.91,171.25,3907.64,29.97,133.55,379.7
44.08,3.88,14.97,1564.17,MEA,0.5,1.2,7,6.51,2.93,5.51,16.35,68.04,113.22,21.24,5.84,289.1,2036.6,24.51,369.12,192.8
97.42,2.8,5.13,465.04,Amine-Grafted Silica,900.0,1.1,8,5.26,4.04,3.38,5.37,57.32,125.46,28.82,4.0,175.58,4407.3,43.53,9.94,78.63
89.98,3.1,12.96,926.61,MOF-5,3500.0,0.8,9,7.13,1.46,5.96,55.55,53.75,108.27,39.6,2.09,185.91,4057.67,36.29,208.86,83.43
58.48,1.25,15.43,1144.46,MEA,0.5,1.2,7,8.35,2.1,3.34,22.21,88.79,83.96,26.32,5.99,33.15,3024.88,38.26,299.01,303.33
107.0,3.48,15.08,1983.15,Zeolite 13X,600.0,1.0,8,7.17,4.72,2.91,20.96,97.45,126.93,37.3,7.31,258.76,1752.63,21.6,402.69,661.84
33.32,6.9,11.27,495.54,MEA,0.5,1.2,7,7.37,1.14,3.42,34.19,56.04,137.16,12.37,7.61,215.93,3230.14,46.57,98.39,80.96
100.68,7.42,10.21,220.73,MEA,0.5,1.2,7,5.02,1.99,5.63,53.57,82.31,114.18,38.97,3.46,147.6,2211.64,9.4,35.56,32.21
65.31,5.19,6.65,756.41,Amine-Grafted Silica,900.0,1.1,8,8.02,0.6,2.41,40.72,72.55,125.15,22.36,6.81,242.77,3003.08,24.1,89.7,226.77
56.48,4.37,16.65,1038.55,MOF-5,3500.0,0.8,9,7.86,4.34,2.2,17.0,76.8,139.36,17.23,3.45,196.99,3319.35,45.07,250.58,360.91
58.01,9.95,15.52,1485.35,Activated Carbon,1200.0,1.5,6,6.01,3.39,2.38,11.57,73.44,139.63,10.66,2.15,41.49,4351.94,8.2,353.14,456.42
33.8,9.72,8.73,427.52,MEA,0.5,1.2,7,6.41,3.97,2.77,37.18,76.79,141.9,33.26,8.01,132.46,1159.35,27.45,39.89,118.09
52.11,4.8,7.72,1950.01,Amine-Grafted Silica,900.0,1.1,8,5.53,1.79,5.06,42.33,93.61,118.13,24.49,7.1,140.28,786.73,33.53,226.65,360.04
116.55,5.4,11.46,1153.24,Amine-Grafted Silica,900.0,1.1,8,8.67,3.83,3.94,21.98,62.4,82.54,20.07,5.48,124.99,824.15,45.71,172.46,182.18
59.67,3.74,15.48,1542.4,MOF-5,3500.0,0.8,9,8.92,3.22,2.63,21.54,59.69,141.12,12.63,4.1,266.71,1605.49,25.07,370.63,348.73
30.45,2.4,11.98,762.81,MOF-5,3500.0,0.8,9,5.54,3.43,3.51,48.98,88.94,121.07,18.56,8.91,263.69,659.16,15.45,127.83,192.74
65.48,2.59,13.58,699.72,Amine-Grafted Silica,900.0,1.1,8,8.11,0.74,2.95,46.7,86.14,132.66,20.42,3.68,151.33,4371.91,45.94,176.09,203.63
68.61,1.71,8.92,768.08,MEA,0.5,1.2,7,6.7,0.51,5.48,36.44,96.24,118.19,15.48,3.26,274.75,582.4,15.61,126.61,134.64
45.76,9.24,7.8,142.48,MOF-5,3500.0,0.8,9,5.2,2.28,5.71,45.2,66.29,119.15,28.81,9.08,228.17,982.32,14.59,15.42,16.51
32.13,7.42,12.39,696.71,MOF-5,3500.0,0.8,9,7.85,4.37,5.56,40.51,75.4,125.88,13.54,5.8,29.91,1297.57,18.89,109.52,94.31
62.37,4.82,9.54,1473.9,Amine-Grafted Silica,900.0,1.1,8,6.55,3.16,3.48,43.9,78.5,116.79,27.75,1.84,97.35,3189.82,47.58,184.31,331.52
82.81,7.12,17.94,1794.11,Zeolite 13X,600.0,1.0,8,8.78,3.87,4.84,19.57,61.43,131.56,19.61,5.96,146.58,3918.85,21.02,494.77,227.24
114.52,7.74,13.66,1287.59,Activated Carbon,1200.0,1.5,6,5.46,0.54,5.53,48.61,50.81,142.75,17.2,7.64,196.92,576.37,22.13,331.11,118.09
96.75,1.3,15.99,1517.79,MEA,0.5,1.2,7,6.86,3.92,4.24,13.29,74.97,99.1,33.39,4.06,74.34,3695.85,35.82,359.07,267.74
47.33,6.8,14.18,1292.67,Activated Carbon,1200.0,1.5,6,7.15,1.26,4.44,17.07,93.18,117.36,12.16,7.94,91.17,1322.87,19.12,327.35,270.68
106.53,9.61,8.54,742.87,MOF-5,3500.0,0.8,9,6.91,2.8,5.9,26.91,59.46,89.83,30.91,3.2,158.85,1166.74,46.92,83.58,74.74
119.36,8.32,6.15,1500.01,Zeolite 13X,600.0,1.0,8,5.21,2.65,4.78,33.52,59.77,89.13,39.58,2.71,92.6,2712.53,33.69,102.9,187.17
74.38,2.44,19.77,1527.79,Activated Carbon,1200.0,1.5,6,6.15,2.89,2.55,20.14,96.22,92.93,16.99,1.6,138.45,3891.93,41.69,505.47,574.23
61.1,3.63,16.0,524.01,MOF-5,3500.0,0.8,9,7.79,2.73,4.28,26.51,52.88,114.56,17.67,3.26,42.25,4844.65,43.64,136.29,64.59
38.88,3.56,10.57,818.75,Activated Carbon,1200.0,1.5,6,7.08,3.14,4.88,25.0,60.13,91.32,29.94,3.35,206.59,2484.14,21.2,119.23,100.68
33.25,2.05,18.29,538.97,Zeolite 13X,600.0,1.0,8,6.2,2.05,3.0,11.37,72.59,90.63,25.94,6.69,172.8,2464.04,32.6,171.56,129.98
69.15,7.19,11.04,840.34,MOF-5,3500.0,0.8,9,5.76,4.76,4.25,23.47,83.71,121.91,15.5,6.37,252.08,3432.52,39.98,103.44,165.13
110.38,2.28,17.2,1820.91,Amine-Grafted Silica,900.0,1.1,8,6.18,0.69,5.2,27.71,88.56,143.76,33.29,9.44,186.38,1622.75,10.76,589.24,309.52
91.42,4.31,17.88,1015.24,Amine-Grafted Silica,900.0,1.1,8,5.11,0.78,4.06,39.87,76.82,111.44,14.3,5.28,106.41,1518.88,25.84,340.27,191.62
68.29,7.3,18.14,194.64,Amine-Grafted Silica,900.0,1.1,8,7.64,0.55,4.9,48.27,77.89,135.41,39.72,5.71,189.98,3738.8,33.74,67.1,30.88
109.29,1.64,8.71,1653.58,MOF-5,3500.0,0.8,9,7.29,1.66,5.22,31.52,73.29,137.57,36.33,2.44,186.14,4158.03,47.12,228.49,231.72
36.31,9.03,5.17,517.39,MOF-5,3500.0,0.8,9,6.05,2.15,3.36,40.46,61.2,139.77,31.94,7.13,235.6,2298.22,32.47,30.63,93.96
30.41,8.92,11.72,810.28,MEA,0.5,1.2,7,8.19,3.96,4.69,35.22,89.15,122.11,10.06,4.93,246.24,3538.83,49.97,123.24,153.69
94.82,8.65,12.64,1746.63,MEA,0.5,1.2,7,8.72,1.4,2.96,22.45,63.4,145.79,30.09,2.13,105.46,1955.44,24.53,384.79,372.85
119.5,7.92,12.46,1886.68,Zeolite 13X,600.0,1.0,8,6.82,2.98,3.09,51.96,95.81,107.56,11.97,1.61,23.1,1935.6,33.41,350.56,583.11
94.97,3.92,9.22,456.7,Amine-Grafted Silica,900.0,1.1,8,7.98,4.6,2.05,31.89,73.42,93.46,20.78,7.73,29.38,900.19,33.19,41.36,162.77
62.0,5.12,8.93,1857.74,Zeolite 13X,600.0,1.0,8,5.86,1.74,5.14,47.65,69.43,87.71,28.96,1.54,104.26,4586.89,24.85,261.8,250.45
78.93,7.04,7.01,1466.55,Amine-Grafted Silica,900.0,1.1,8,6.73,0.6,5.67,49.78,60.98,114.06,33.39,2.79,258.89,1801.5,21.24,184.25,157.45
